text
Nice dig up https://t.co/1AEgsykHwY
Welcome to the next six months of campaigning  https://t.co/AHUWqCcQBU
"I just caught myself humming ""homeward bound"" from Simon and Garfunkel as I just read another tweet about ""unbound"" delegates."
@JoeTrippi @stephenfhayes @KarlRove everyone is right. Trump a tougher foe for Clinton but Cruz prob better nominee for downballot GOPers
"There was a time the Obama WH wasn't the most nimble political shop re: down ballot. Tonight, they had hand in both MDSEN and PASEN victors"
I believe tonight is the first time a presidential candidate named Clinton won a CT Prez primary. Bill lost in 92 and Hillary in 08
Corrected grammar: anyone else get the feeling Trump is holding this long presser as a way to taunt Manafort?
Anyone else get the feeling that Trump his holding his long presser tonight almost as a to taunt Manafort?
"You know where you learn the best words, from like the best schools.   https://t.co/JmOyC6xL5k"
"JT Cruz-ich, call your alliance office.  It actually took work to do this poorly against Trump in MD.   https://t.co/vrbkSkjy6H"
@Victory28to32 I have a viewmaster. Can u send me a photo wheel?
Actually.  Congress has some power to force a change on blackouts  https://t.co/e13qWbp0Qz
"It's so frustrating.  As a digital sports product, https://t.co/EDJLADlOKw is a trend setter. Fix this    Commish! https://t.co/6IcBGqJBJP"
"MLB blackout rules R absurd! Even if u have ""At Bat"" ""Extra Innings"" &amp; season tickets, still can't watch Nats 2night on iPad from philly"
@joe_kehoskie a delegate in DE is worth just as much as a delegate in MT.  Stop Trump didn't even build a speed bump in these 5 states
"Once in Cleveland in July, we could end up looking back at tonight as the Most consequential Tuesday of the primary year for Trump."
Tonight is turning into a clarifying night for the two frontrunners.  Both Clinton and Trump have only gotten stronger in their primaries.
I see what you did there https://t.co/dsAiSrW5gt
Earlier a candidate speaks usually is an indication they know they will have a bad night  https://t.co/RDTz0Nqnkp
Reminder: Dem &amp; GOP parties are private orgs; can set own rules for how to choose nominees. Doesn't legally have to be (small d) democratic
Sanders indicting the state parties in places like NY and PA and elsewhere that do NOT allow indies to vote in Dem primaries.
Agree.  It is he ONLY positive development for the stop Trump movement since Wis https://t.co/bzyTMpKtIN
@mab8663Panto you owed me a warning
Important clarification.  It's also the word I toss back at folks when they complain about our voting systems.   https://t.co/FobsBP1yKd
One of Bill Clinton's late primary losses in '92 was to Jerry Brown in Connecticut.  Don't be surprised if CT is one of the closer Dem races
Dogfish doing well with college educated crowd.  Yuengling winning working class https://t.co/KoFxU4mygu
Some great Jewish history is here in Philly too.  Meet America's first Jewish Navy Commodore https://t.co/7ERyDnLKp2
From Christ Church cemetery in Philly: one half of the famed Mason-Dixon duo is here https://t.co/MYVWKhd81r
Big thanks to the two Johns who gave @kasie and I great tour of Christ Church cemetery.  Here's BFranklin's epitaph! https://t.co/QLkkKp8Koe
Come on by @redowltavern tonight in heart of historical Philly. I'll be joined by many of your fav NBC/MSNBCers breaking down the primaries
Something a little extra special to be covering a primary night from Philadelphia &amp; the birthplace of our democracy https://t.co/i485N7eAd7
Some more: Colony Tuesday (all five are original colonies). EZ Pass Tuesday (toll road madness) Nor'easter Tuesday https://t.co/i4bp3C2KUH
True.  Then again we are now in the process/insider portion of the campaign  https://t.co/vHeRiEcjvY
@CourtneyMRogers every Tuesday is special! Somebody's voting somewhere!
@TimJHanrahan technically the THREE main stops aren't voting today.  DC is June 14.  NY and MA are done too
@BraddJaffy @SlateGabfest so who is going to start the news feed that covers podcasts that I want to hear but don't have time for regularly
"Kudos to whoever named tonight ""Acela Tuesday""; works well.   https://t.co/1HDaB2hMHb"
@AMJoesMoustache @katiepack @MichaelSteele media matters didn't seem to understand the conversation if that was their take away
@atlantatweeps lighten up. I didn't know I had my sense of humor surgically removed by you
"Don Mattingly hammers Barry Bonds' work ethic: ""if you want to be a really good coach, you've got to do the work"" https://t.co/SZxYYmi8vV"
"Best potential way for Team Trump to maximize Bobby Knight's support: chair throwing contest in Bloomington, IN. Cc: @rick_wiley"
Excellent clarification https://t.co/Tfx2OIssG4
"I guess I should label this tweet a ""spoiler alert"" but I can't believe we STILL don't know if Jon Snow is dead."
"That was a fascinating reveal.  Shrum admitting Kerry was talked into it.  I believe that person was Shrum, right? https://t.co/oHO0TolKbP"
Is the anti-Trump movement still strong? Or has the GOP accepted the frontrunner? I’ll talk with @katiepack and @MichaelSteele on #MTP.
I’m joined by #MTP panel @NicolleDWallace @jdbalart @JoyAnnReid @costareports to discuss the upcoming contests on Tuesday. #Decision2016
Fmr. Sen. Bob Graham (D-FL) joins #MTP to discuss strained U.S./Saudi relations and his call to declassify Congressional 9/11 report.
Has the Republican Party reached the 5th stage of grief in Trump’s candidacy: acceptance? We’ll discuss on #MTP. https://t.co/4Qh5ne1bN3
"In today’s #DataDownload: why @realDonaldTrump’s magic number to win the GOP nomination may be a lot lower than 1,273. #MTP"
"Tune into #MTP for my interview with @BernieSanders, in which we discussed voter turnout, income inequality, and Donald Trump."
Bruce Springsteen opens Brooklyn show with Purple Rain.   https://t.co/5VHeoyvhng
The U.K. Press corps just as obsessed over process on campaigns as the US press corps
Important positive development for a group of 9yos celebrating a birthday with the Nats tonight  https://t.co/7xHTxRnN8y
"May be obvious to some but it is a big deal for POTUS to say on record that Euro unity is ""under strain"""
"@belmardays and because he was fighting the digital streaming revolution too, few millenials get how iconic he truly is."
"@mslacat I only got in my car in the last hour. If I had known, I would've been listening on the app"
"Not surprised by this, but the ""80s on 8"" channel on XM is doing an outstanding job paying tribute to Prince. Mix of stores and music."
Closed primaries make pollsters happy.  Easier to get right when you don't have to weigh indies.   https://t.co/ONgtpuV1uh
"@jpodhoretz @MXTracy66 @JayCostTWS Buckley wasn't event technically a GOPer, was he?"
@citizengatsby they aren't the first campaign to realize they needed to move the goal posts
Biggest winner in Washington tonight? Not any politician.  But one Bryce Harper.
"Trump stayed on ""rigged"" message again.  And kept his remarks short.  The discipline is holding.  The #stopTrump folks are in DEEP trouble"
"@mkabba80 if you kept watching, you would have learned that answer."
We're just minutes away from our first look at #PrimaryDay exit polls. Join me at 5pET for @MSNBC's special #NYPrimary coverage.
"Tune in for my exclusive interview with George Clooney, a @HillaryClinton supporter, on money in politics. #MTP https://t.co/2lfJdubmuT"
"After the #DemDebate, who will win the New York primary in just 2 days? Our #MTP panel looks at both @HillaryClinton and @BernieSanders."
Will @realDonaldTrump be able to get more than 50% of votes in the NY primary to sweep the 95 delegates? We’ll discuss on #MTP this morning.
NC Governor @PatMcCroryNC joins me exclusively this morning to discuss his state’s so-called “bathroom law.” #MTP https://t.co/Ysb2Cot2KH
I’m joined by @hardball_chris @kathleenparker @hughhewitt @perrybaconjr to discuss #Decision2016 just 2 days before the NY primary.
I’ll talk with both the DNC and RNC chairs @DWStweets @Reince this morning on party politics and the road to both conventions. #MTP
"About to do the ""Dubyas"" on #MTPDaily and it re started the debate internally about why ""w"" isn't ""double V"""
"I'm sure ""sith"" was supposed to be ""with"" but as a Star Wars fan, first wondered who on Wall Street was a Sith Lord  https://t.co/Dx74vyGWWT"
Good explainer for why tax day was moved. https://t.co/3J0YNz49Zr
"What? I understand moving it when the 15th falls on a Sunday, but they did it because it falls on a Friday?  https://t.co/QmftKWSf90"
Good to see over the top rhetoric isn't just coming from candidates for elective office but coaches too. Wow https://t.co/DBOOxnodV8
Are you a political junkie that loves wings? I am. Thats why we're doing #MTPDaily today at Buffalo's famous Anchor Bar on Main St. Stop by!
"@ColinCowherd that was fun today.  Thanks for the invite.  Btw, if you really want to spin me up, ask me about the satellite camps!"
"Yo @TheFix, you should see about FOIA-ing those GOT screeners if you feel this strongly. https://t.co/Xa8gOl7VUD"
@akepps @BuffaloBisons it is hard to turn down a wing offer
One foreign policy expert finds a method of Trump's perceived foreign policy declarative madness. https://t.co/WQYNl81tVK // good read
"Ex-PA Dem chair refers to Sestak, the current frontrunner for the PASEN Dem not a skunk and a cat.  Can u be both? https://t.co/zMyqdNVNGd"
.@richardbranson joins the global fight to end the #WarOnDrugs. He joins me to discuss that and #Decision2016 next on @MSNBC. #MTPDaily
"@BernieSanders challenges @HillaryClinton's ""credibility"" ahead of the #NYPrimary. The Clinton campaign responds, next on @MSNBC. #MTPDaily"
You got it! https://t.co/cihsyrHPLU
Nothing Ryan says will completely shut this talk down but not saying anything wasn't turning down the spotlight https://t.co/gQzwaHp16m
"After @tedcruz’s win in WI and delegate sweep in CO, can @realDonaldTrump beat Cruz in NY? We’ll discuss on #MTP this morning."
"Later in the show, I’ll talk with @glennbeck about the state of the Republican Party and the race for the GOP nomination. #MTP"
I’ll talk with @BernieSanders this morning about his win in Wyoming yesterday and the state of his campaign heading into New York. #MTP
"This morning, New York City Mayor @BilldeBlasio joins me on #MTP to talk about #Decision2016 as the race heads to his state."
Tune into #MTP this morning as our panel discusses the latest on #Decision2016: @mattbai @RichLowry @joyannreid @mollyesque
Catch my exclusive interview with @realDonaldTrump’s Convention Manager Paul Manafort on the campaign’s new strategy ahead of NY. #MTP
"As baseball season begins,  @KenBurns takes a fresh look at the life of Jackie Robinson. He joins me next on @MSNBC. #MTPDaily"
An explosive new scandal hits some of the wealthiest and most influential people in the world. We'll discuss #panamapapers next. #MTPDaily
Kind of cool one if you are a numerologist... 4-8-16... everything doubles!  https://t.co/MQ5LI4aCCo
TeamKasich with yet another ad that hits Cruz... No mention at all of the candidate LEADING the GOP Race.https://t.co/JKbZSYppsU
thanks... hope you stop by this Sunday morning... Always appreciated https://t.co/Vb9hM3zFcf
Why does NY matter so much to Clinton and Sanders? Because CA could be EXTREMELY competitive.https://t.co/ddxkfivJGG
@scottlara1961 thanks... the sun is shining... and my eyes are open... it's a good day
This isn't the best way to stop rumors about your interest in running for POTUS at the GOP convo. https://t.co/NmTq5E9PyV
.@SenatorCollins meets with #SCOTUS nominee Merrick Garland and urges her GOP colleagues to hold hearings. She joins me next on #MTPDaily
Battle lines are drawn as Mississippi OKs #religiousfreedom bill. I'll talk with @drmoore and @LibertyLouise next on @MSNBC. #MTPDaily
I was a guest on @LateNightSeth last night -- here's a clip in case you missed it. https://t.co/LEs2XlNMYg
Trump winning %age in MI was 37%.  His losing %age tonight in WI based on exits? 37% https://t.co/S7TJxZlyaj
Totally! Didn't know the wide shot was coming.  https://t.co/20tf72aDTT
@AlanSKatz 56 Dems for multi ballot vp history. Kefauver I believe
@kentsmithNYT stay classy
"Does shrunken field matter? Consider, exits estimating Trump vote %age at 37 in WI. Losing number tonight. Trump won 7 states w/37% or less"
"Trump has had his problems in the traditional Big10 states: losses in IA, MN, WI and OH. Path to WH for the GOP has to go thru these states"
This isn't a full throated Cruz congrats. Guessing Graham won't be with Cruz for ballots 3 or 4 in Cleveland? https://t.co/cL4m9IqBUt
Drama on the GOP side: Can Cruz sweep WI delegates.  A double digit margin COULD ensure that.  On Dem side:  can Sanders net more than 10
"Yes, both primaries have been called in Wisconsin but this is only half the story. The delegate crunching is only just beginning for 2night"
She and the entire NBC campaign trail team.   https://t.co/502dVSmgr1
This morning I’ll talk with @GOP Chairman @Reince on the WI GOP primary and @realDonaldTrump’s rough week. #MTP https://t.co/IPNWwhILw8
"Wisconsin's primary could be one of the most influential, but it's not the first time. #MTP looks back at Wisconsin primaries of years past."
"After @realDonaldTrump’s terrible, horrible, no good, very bad week, can he win the WI GOP primary? We’ll discuss on #MTP this morning."
Tune in for analysis on the WI GOP primary with our #MTP panel this morning. @amyewalter @nytdavidbrooks @CharlesBenson4 @helenecooper
Is a contested convention really a possibility? We'll discuss the latest with the panel. #IfItsSunday #MTP
"Later in the show, I’ll interview @RonJohnsonWI to discuss his Senate race and @realDonaldTrump, just 2 days ahead of the WI GOP primary."
"Catch my interview with @HillaryClinton on @meetthepress,  where we discuss debates, the FBI investigation and more. https://t.co/fKceJqSIY8"
@Dalmatio @HillaryClinton I do and I did this morning
"More on the Russian ""drawdown"" in Syria: less than meets the eye. https://t.co/MaWii7meGJ"
"@JHersheyFitness in fairness, I think every country has MORE than one person who should be kept away from power."
When you know you are helping an advertiser but feel the April Fool's joke was funny enough to share anyway. https://t.co/hZZU5QVpew
"Turkey's Trump? Erdogan is, shall we say, polarizing. https://t.co/IPKy0KCSd5"
Pretty cool to see GW win the NIT. It's bitter sweet though.  This success is proof they belonged in the NCAA.
"With just 5 days to go until the Wisconsin primary, I'll look at how the GOP race is shaping up with @SykesCharlie next on @MSNBC. #MTPDaily"
.@BobbyJindal is about to join me on @MSNBC to discuss the latest developments in the @realDonaldTrump campaign. #MTPDaily
So this could mean he plans to release his tax returns from 2002 thru 2008 https://t.co/0a5KE4AfcN
"Is it just me or has the NBA grabbed the lead among leagues in the ""most off court/field soap operas"" tournament? #lakers #cavs"
"@MattMackowiak @danpfeiffer and if you want to play a numbers game, MSNBC is very strong in the upcoming April states"
@MattMackowiak @danpfeiffer because these Comm folks know that MSNBC isn't what you are stereotyping it to be Dan
It's truly remarkable: Trump was a uniter today.  He made the impossible possible: he united pro life and pro choice activists.
My conversation with @johnkasich is on @msnbc now. More exclusives to come this evening. https://t.co/vEnO9hIp03
And here I thought the New Republic emblem looked like this https://t.co/gCBrFI8e3P  https://t.co/7phLhCmXV8
.@HillaryClinton takes aim at @realDonaldTrump and @BernieSanders. @benensonj and Sanders campaign mgr. Jeff Weaver join me next. #MTPDaily
"At the top of the hour on @MSNBC, @JohnKasich tells me what he thinks of @realdonaldTrump's controversial abortion comments. #MTPDaily"
"While perfectly appropriate for a Speaker, this is also who some believe a GOP presidential candidate should do https://t.co/rJe7ymBRXu"
This hangs at St Helen School in Howard Beach where we are holding the Kasich town hall.  WH candidates take note? https://t.co/6Hm7zEh0eN
"For the record, we haven't ever had a ""motorcycle people"" cross tab in any of our NBC surveys. So no way for us to fact check Trump's claim"
I'm shell shocked by what I just saw.  Can't imagine how actual UVA fans feel right now.  This is one of those haunting collapses.
"Top of the show, I’m joined by @JohnKasich to discuss his campaign strategy as the GOP primary heads to the Midwest in ND and WI. #MTP"
Will the GOP head to a contested convention? Ben Ginsberg joins the #MTP panel to take a look at the delegate math. #Decision2016
"As the GOP attacks get personal, @HillaryClinton pivots to the general election. Our #MTP takes a look at the state of both contests."
".@BernieSanders joins #MTP this morning to discuss his sweeping wins last night in Hawaii, Alaska, and Washington state. #Decision2016"
"In the wake of Tuesday’s attacks in Brussels, I’ll speak w/ nat'l security expert Michael Leiter, and NBC’s @RichardEngel @KeirSimmons. #MTP"
Joining me this morning for analysis on #Decision2016: NBC's “Girls on the Bus” @mitchellreports @HallieJackson @KatyTurNBC @kwelkernbc #MTP
Miami never got into a rhythm.  That 'Nova bunch sure can shoot.   Miami had no answers
"If there is a hell, there's no doubt that one would have to go through gate 35X at National Airport to get there"
This morning I’ll talk with @SenatorReid and @SenateMajLdr on the #SCOTUS nominee showdown. #MTP https://t.co/szMEveJY8G
Will #Decision2016 come down to a race between @realDonaldTrump and @HillaryClinton? Our #MTP panel weighs in.
"With #MarchMadness in full swing, we'll share some brackets of our own: Trump-A-Tology. #MTP #Decision2016"
