text
Did Mary Pat Christie Roll Her Eyes During Trump's Comment About Women? https://t.co/AYdL9JgTdg
"Barring Something Unforeseen, Hillary Clinton Will Be The Democratic Nominee https://t.co/VpZjeP98Yb"
Special Election Coverage: The April 26 Northeast Primaries https://t.co/Og1F6GUDfT
"Sanders campaign: ""we are in this race until the last vote is cast"" b/c voters should pick president &amp; Dem agenda https://t.co/u9hPDZhorr"
Catch up on the race here &amp; see results at https://t.co/VUPSrYuZD4 https://t.co/OmwDkKabSu
"Trump: If Hillary Clinton were a man, I don't think she'd get 5 percent of the vote."
"Just In: Hillary Clinton wins Democratic primary in Connecticut, per AP projection."
Trump speaking now in NYC after sweeping all 5 Northeast states that voted today: https://t.co/3oFnpv1La4
Trump: I'll do far more for women than Hillary Clinton ever did.
Trump: Hillary Clinton does not have the stamina to deal with China
What each candidate on GOP side would need for GOP nomination on 1st ballot. Cruz/Kasich eliminated from that https://t.co/euoBVjYP5F
"LISTEN: Trump speaking now in NYC https://t.co/r34GoR1UkI

(Earlier, he was @TIME 100 gala @gettyimages) https://t.co/uUeOoXGoYB"
Just in: Chris Van Hollen beats Donna Edwards in Maryland Democratic Senate primary.
"It's official, @tedcruz now mathematically eliminated from winning the @GOP nomination on first ballot. Only Trump can (from @DomenicoNPR)"
"Connecticut results still out, but Clinton has strengthened her lead tonight: https://t.co/QmgxRb7hRJ"
Clinton talked a lot about Democratic unity tonight: https://t.co/g1BJHAeki5
"PHOTOS: Northeast primary
See results and candidate speeches here: https://t.co/VUPSrYuZD4 https://t.co/8SKIHaAL7T"
LISTEN: Clinton speaking now in Pennsylvania. Speech here: https://t.co/r34GoR1UkI https://t.co/hXFVpcXVLn
Breaking: Bernie Sanders projected winner of Rhode Island.
AP projects Clinton the winner of the Democratic primary in Pennsylvania.
"Heard on air: 
(Listen at https://t.co/VUPSrYuZD4) https://t.co/Y7Hu5mPCqY"
"Trump is nearly at 60% in every state that voted today, save for MD yet (results delayed until 9, projections based on exit polls)"
"Update: @realDonaldTrump sweeps all 5 Northeastern states, @HillaryClinton wins in Delaware and Maryland https://t.co/ON6cCNc4Fv"
"We're live with our CT, MD, PA, RI &amp; DE elections special, hosted by @nprAudie &amp; @scottdetrow. Listen here: https://t.co/r34GoR1UkI"
"The latest tonight -- Trump wins in Connecticut, Maryland and Pennsylvania; Clinton Wins Maryland Primary https://t.co/ON6cCNc4Fv"
'Acela Primary' Results: 5 States Go To The Polls In Consequential Voting Day https://t.co/g2E4Lh5GOZ
"Wine $$, campaign fundraising scandal, romantic conflicts of interest--these down ballot races have plenty of drama https://t.co/hazVh1ym5k"
Cruz rally tonight @ Hossiers gym https://t.co/3byQzEBQ1i
"Read about wine $$, campaign $ fraud allegations and more non-presidential contest drama: https://t.co/5z9oJWSBn1"
How far could Trump get tonight? https://t.co/c9Ib2Lkh5h
E-mail from Bernie Sanders camp: https://t.co/SL3g2ioHce
VIDEO: Chocolate Bars With A Political Bite https://t.co/tCnMPxSfKY
"What Harriet Tubman, Prince and Beyoncé Can Teach Us About Politics https://t.co/4j62QHjAvf"
Tuesday Primaries: 4 Things We're Watching In 5 States https://t.co/mTfoI2kMSk
Campaign Mystery: Why Don't Bernie Sanders' Big Rallies Lead To Big Wins? https://t.co/nrF50QBKw4
5 Other Contests To Watch In Tuesday's Primaries https://t.co/Rc0ELe27Q0
"Harvard Poll: Millennials Yearn For Bernie, But Prefer Clinton To Trump https://t.co/5HvjKkWr16"
"Ahead Of Sentencing, Ex-Speaker Dennis Hastert Is Sued Over Hush Money https://t.co/K50p9upjPJ"
FACT CHECK: Bernie Sanders And Whether Poor Americans Vote https://t.co/DAEsJBsr2a
The Cruz-Kasich Deal: Will Their Alliance Against Trump Work? https://t.co/jMFzeHVAT4
"Race, Gender Roil Maryland Senate Democratic Primary https://t.co/nWczzJ96Fm"
Cruz And Kasich Announce Joint Strategy To Block Trump https://t.co/m3XbIN1fPJ
President Obama To Announce U.S. Is Sending 250 Military Personnel To Syria https://t.co/BODvKnHkjc
A Nation Engaged: Trade Stirs Up Sharp Debate In This Election Cycle https://t.co/Z2bNyzhVhy
